Id,SalePrice
1461,110854.49548209296
1462,160694.86836497416
1463,176077.920117929
1464,181773.99333919713
1465,198541.5416012454
1466,176133.96055258485
1467,160012.2500365707
1468,158994.29142079968
1469,210192.39646401105
1470,119856.79150297341
1471,200801.79444845638
1472,93148.34810542129
1473,103905.78398144594
1474,155725.7193476687
1475,116496.50829502183
1476,376001.86984086805
1477,261782.46753925772
1478,311172.7611330664
1479,300513.56832741876
1480,453308.8886444757
1481,324366.6014036103
1482,221010.35745079455
1483,181323.71688938537
1484,166622.09196088114
1485,140722.0201751797
1486,203492.6412681829
1487,341103.7257526786
1488,269873.52847745747
1489,190696.90856374218
1490,198938.4391725033
1491,196663.06270867283
1492,105654.23140352045
1493,185246.5113629885
1494,311395.3986668894
1495,305552.14935309184
1496,221047.92434803047
1497,224366.66725949594
1498,146292.62548446632
1499,146622.4751838321
1500,154507.43830694247
1501,178052.37416645023
1502,124344.89939251542
1503,274286.6708196122
1504,241474.79927527602
1505,221475.75127194752
1506,206015.2532610884
1507,245964.55832961295
1508,218939.2795349995
1509,159809.41494984378
1510,147720.71329699026
1511,146063.49754855852
1512,158830.3932294069
1513,159600.83835854102
1514,183578.30317538453
1515,162115.86508411937
1516,151267.7458479876
1517,158532.52831254934
1518,157814.15788029763
1519,223906.44086287124
1520,131342.7578975336
1521,135510.3419130136
1522,185128.2907565022
1523,110906.99810122862
1524,119710.61400002008
1525,115387.91723947425
1526,117695.4060353036
1527,120655.10713737318
1528,137915.60538453027
1529,139314.00465553533
1530,185785.87615475385
1531,84055.50052858423
1532,91703.8111936422
1533,152037.37950218678
1534,134486.65574421594
1535,146349.3319099747
1536,120774.74237621087
1537,77573.74475870037
1538,172633.19607948943
1539,240305.98786667164
1540,141016.19437669846
1541,156995.9309301572
1542,147008.92089402967
1543,197163.84477013932
1544,86734.12379822496
1545,97760.46954485949
1546,120184.27692886407
1547,116577.24146022042
1548,127370.64262159239
1549,108367.94738405442
1550,131615.0587830235
1551,126378.39402726339
1552,117782.96182320791
1553,122029.16119568155
1554,117168.17394047847
1555,152157.8033513974
1556,94520.07691647473
1557,105189.29375681863
1558,82793.62572781811
1559,58577.7126471072
1560,134075.9380663653
1561,113063.37608053954
1562,128275.25041062594
1563,114227.75646589103
1564,167371.4581977845
1565,132746.82753233297
1566,227794.93074337323
1567,89090.81863505859
1568,209156.3685145476
1569,118952.44795674877
1570,132349.48342113418
1571,108625.84048126417
1572,145612.60186511674
1573,240425.37753804517
1574,145703.66719392757
1575,221420.39286135614
1576,203135.50112121762
1577,185942.7539611836
1578,138542.89499560138
1579,148088.71105652535
1580,200999.68720195454
1581,141410.97545806493
1582,117145.27517925843
1583,323410.9981620861
1584,251289.61946854764
1585,140092.82516188524
1586,83580.71518783283
1587,98133.63505312824
1588,140426.6790158518
1589,109006.29468731512
1590,145516.53211910964
1591,98556.7412492357
1592,137346.02803948906
1593,110144.13288273034
1594,135588.88146998396
1595,97801.3901000102
1596,215973.01866323152
1597,184736.05129778082
1598,183516.3686207647
1599,175486.1523266281
1600,179890.8629104786
1601,77202.18427424366
1602,112784.15944077226
1603,87615.15542812855
1604,261588.70456612052
1605,259843.8744582159
1606,160798.97794582974
1607,230809.7758443954
1608,205073.21881179046
1609,182912.108019921
1610,141595.7087278408
1611,148656.80369654123
1612,173523.93300573213
1613,163333.76403270033
1614,121613.21273343917
1615,91115.81804583059
1616,91115.81804583059
1617,106444.91302607849
1618,125836.8962399076
1619,117909.95153234596
1620,284550.1633979322
1621,139594.15059354482
1622,138647.28873739392
1623,273206.30813133845
1624,206567.87562457775
1625,113719.45214746287
1626,176842.3530661232
1627,182276.10372637818
1628,290903.8865087421
1629,170486.61152694502
1630,325735.19432877447
1631,233873.61486111977
1632,266177.22303845896
1633,138399.10004074418
1634,184419.73157146806
1635,159099.34659920854
1636,156369.78875725996
1637,192186.45632806083
1638,218383.85769741912
1639,197836.17407153372
1640,246555.44972148887
1641,198885.69479277707
1642,227657.3474703771
1643,249048.93076906085
1644,237380.14831750176
1645,166451.7949801106
1646,136473.5797586944
1647,162898.51431034447
1648,145183.26044762263
1649,131176.2850355883
1650,109273.37222429155
1651,121933.70123036613
1652,94234.98568651266
1653,94644.34888293827
1654,157786.74338628177
1655,143506.0141958656
1656,156840.2746433441
1657,158914.05341181147
1658,157397.83121672133
1659,117440.11344308278
1660,151490.34523676615
1661,428364.81622425397
1662,390220.8740884884
1663,367373.0600385973
1664,481101.74803666095
1665,322085.1368576046
1666,297928.66183146415
1667,336781.39479699684
1668,327633.8280801446
1669,277866.4015245156
1670,333863.0316941454
1671,256579.4494776572
1672,432623.0711042227
1673,329905.3204289323
1674,271680.079421137
1675,186457.07166244427
1676,184714.46911786473
1677,204133.33338765055
1678,471956.3321007425
1679,340705.874911678
1680,326259.81839450984
1681,255635.57536066975
1682,283003.2886267286
1683,208488.46281433827
1684,161871.22616901458
1685,163607.08792783343
1686,182691.47131860093
1687,147221.24599271803
1688,195083.83545515
1689,189666.07260079402
1690,169844.80921079963
1691,148049.8431539765
1692,255220.49639870122
1693,140722.0201751797
1694,165532.89256723947
1695,145861.39316611656
1696,274758.8241731513
1697,145951.08600695117
1698,353611.07782662276
1699,323368.2498720903
1700,245377.93902671838
1701,284076.571915654
1702,287224.9227163673
1703,277089.16835440265
1704,286651.0345934832
1705,232800.43153682223
1706,422455.5875627657
1707,216856.50823769125
1708,213763.30000854167
1709,282743.9902637678
1710,235368.03435760504
1711,241403.978410093
1712,297540.65830896725
1713,247750.78463967214
1714,229603.98269417253
1715,204801.6784539565
1716,204844.43775798776
1717,190039.9303732016
1718,150199.31717701652
1719,211746.4710092917
1720,254414.2285801391
1721,187224.3761484977
1722,142226.57055846474
1723,143262.59155099944
1724,224737.59131134627
1725,242437.6225708446
1726,192240.7066179791
1727,179660.6397928741
1728,179410.36906627344
1729,149263.18041096244
1730,156385.22492753342
1731,123473.43708632991
1732,110472.84265914338
1733,109332.38919720403
1734,115548.75377616158
1735,123364.4531565865
1736,110639.83238329971
1737,310570.3291857261
1738,215269.89323379414
1739,318372.8566175017
1740,220440.57874973048
1741,192859.9178645166
1742,186653.85094108758
1743,169112.33994791494
1744,264937.7544632496
1745,247790.21281601675
1746,247780.86452623643
1747,219003.74129638204
1748,219160.6997465107
1749,146313.4577765268
1750,155880.5743834416
1751,222868.3501393774
1752,111016.72569458745
1753,164473.3448306676
1754,230278.41167720547
1755,165789.5727005906
1756,104977.09814807214
1757,106562.87879556138
1758,134841.36341573973
1759,152344.654325
1760,164406.57350259728
1761,151766.99105375644
1762,184439.16953740478
1763,182873.58789567836
1764,114679.25464200787
1765,200497.0954693472
1766,173040.40385374217
1767,202240.6924903104
1768,129841.73654522747
1769,192229.21550607542
1770,123214.7189215509
1771,133427.28510771994
1772,141861.38582708652
1773,116455.18520576612
1774,164652.83037900948
1775,133230.14635395235
1776,126822.37576072419
1777,94906.76684994786
1778,135134.3944181637
1779,92614.76257641299
1780,167929.8571051776
1781,128451.88449349464
1782,98374.8793124453
1783,136350.47275312908
1784,91270.13488940988
1785,114135.02327520645
1786,133339.60087596742
1787,183177.1628908544
1788,78481.18583739584
1789,100747.3779349085
1790,91085.41917904175
1791,260314.3243371083
1792,168051.66539923614
1793,140835.15806662
1794,138707.59211402352
1795,138606.68280784716
1796,113352.41520294151
1797,129480.22445290326
1798,122386.60187320237
1799,89555.49303790834
1800,117044.73466746812
1801,137293.7443854108
1802,171019.8803185909
1803,166490.22238429193
1804,136741.60721265594
1805,135085.09309188358
1806,137787.46935057908
1807,163575.91317087028
1808,117376.80950869306
1809,108918.3683348127
1810,122578.42191859602
1811,87542.41359937307
1812,87852.9827613351
1813,121220.04207456543
1814,86824.0429272179
1815,77337.96833121555
1816,82081.32583579619
1817,111865.69975305046
1818,158083.04326442303
1819,124151.11448943266
1820,72943.99949569406
1821,130276.81401076098
1822,149489.9870598117
1823,61351.55784251576
1824,143721.06264738296
1825,120239.62724156084
1826,92537.80050249444
1827,123968.74777520145
1828,131428.84842662688
1829,121934.27351981879
1830,166773.50709075644
1831,173142.5581609347
1832,148769.42339293158
1833,149344.17324125185
1834,127232.1368364495
1835,179586.43499386124
1836,146397.8783200346
1837,84381.38644208503
1838,121504.82089435356
1839,100533.28272750229
1840,145982.1048419656
1841,133196.6975403895
1842,88183.55603111512
1843,132322.40206102014
1844,137711.7700274561
1845,139068.64308286272
1846,150604.8074941479
1847,121255.12019354175
1848,68432.52666315832
1849,118893.88961271069
1850,125013.8483725253
1851,129766.47030344338
1852,123523.40039308311
1853,128817.87990147108
1854,173910.36516812607
1855,173892.27557462757
1856,223383.944059068
1857,124387.20602676366
1858,155173.3315392834
1859,136633.94002304866
1860,177244.6260145954
1861,134823.2853025581
1862,403884.3826055741
1863,403884.3826055741
1864,403884.3826055741
1865,343988.6417092221
1866,321780.12092209945
1867,248682.56691791548
1868,291755.38219791383
1869,195738.376844213
1870,209326.04610065534
1871,250708.39281882579
1872,156949.1086916112
1873,231877.5849592148
1874,140134.71440121764
1875,216035.64553865127
1876,196779.1299125523
1877,214329.41586978443
1878,221055.98331698892
1879,122211.40712373285
1880,125459.13700736873
